------------------------------------------------------------
Client connecting to 192.168.10.14, TCP port 5001 with pid 6987
TCP window size: 64.0 KByte (WARNING: requested 32.0 KByte)
------------------------------------------------------------
[  3] local 192.168.10.13 port 33498 connected with 192.168.10.14 port 5001
[ ID] Interval        Transfer    Bandwidth       Write/Err  Rtry    Cwnd/RTT
[  3] 0.00-1.00 sec  5.96 MBytes  50.0 Mbits/sec  4253/0          0       14K/256 us
[  3] 1.00-2.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 2.00-3.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 3.00-4.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 4.00-5.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 5.00-6.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 6.00-7.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/255 us
[  3] 7.00-8.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/257 us
[  3] 8.00-9.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/259 us
[  3] 9.00-10.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 10.00-11.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/255 us
[  3] 11.00-12.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 12.00-13.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 13.00-14.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 14.00-15.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 15.00-16.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/257 us
[  3] 16.00-17.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 17.00-18.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 18.00-19.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 19.00-20.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 20.00-21.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/257 us
[  3] 21.00-22.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 22.00-23.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 23.00-24.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 24.00-25.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 25.00-26.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 26.00-27.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/255 us
[  3] 27.00-28.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 28.00-29.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 29.00-30.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 30.00-31.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 31.00-32.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 32.00-33.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 33.00-34.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 34.00-35.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 35.00-36.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 36.00-37.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/257 us
[  3] 37.00-38.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 38.00-39.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 39.00-40.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 40.00-41.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 41.00-42.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 42.00-43.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 43.00-44.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 44.00-45.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 45.00-46.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 46.00-47.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 47.00-48.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 48.00-49.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/257 us
[  3] 49.00-50.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 50.00-51.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 51.00-52.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 52.00-53.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 53.00-54.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/257 us
[  3] 54.00-55.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/258 us
[  3] 55.00-56.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/257 us
[  3] 56.00-57.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/255 us
[  3] 57.00-58.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/257 us
[  3] 58.00-59.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 59.00-60.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 60.00-61.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/255 us
[  3] 61.00-62.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 62.00-63.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 63.00-64.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/255 us
[  3] 64.00-65.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 65.00-66.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 66.00-67.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 67.00-68.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 68.00-69.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/257 us
[  3] 69.00-70.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/258 us
[  3] 70.00-71.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/255 us
[  3] 71.00-72.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 72.00-73.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 73.00-74.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 74.00-75.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 75.00-76.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 76.00-77.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/257 us
[  3] 77.00-78.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 78.00-79.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 79.00-80.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/257 us
[  3] 80.00-81.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 81.00-82.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/257 us
[  3] 82.00-83.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 83.00-84.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/255 us
[  3] 84.00-85.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 85.00-86.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 86.00-87.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/257 us
[  3] 87.00-88.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 88.00-89.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 89.00-90.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 90.00-91.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/255 us
[  3] 91.00-92.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 92.00-93.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 93.00-94.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/256 us
[  3] 94.00-95.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 95.00-96.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/256 us
[  3] 96.00-97.00 sec  5.96 MBytes  50.0 Mbits/sec  4251/0          0       14K/257 us
[  3] 97.00-98.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/255 us
[  3] 98.00-99.00 sec  5.96 MBytes  50.0 Mbits/sec  4252/0          0       14K/252 us
[  3] 0.00-100.00 sec   596 MBytes  50.0 Mbits/sec  425171/0          0       14K/251 us
